។ល។	/laʔ/
រមួល	/rɔmuəl/
រយ	/rɔɔy/
រយៈ	/reaʔyeaʔ/
រយៈពេល	/reaʔyeaʔ peel/
រលក	/rɔlɔɔk/
រំលង	/rumlɔɔŋ/
រលត់	/rɔlʊət/
រលាក	/rɔliek/
រលាត់	/rɔloat/
រលាយ	/rɔliey/
រំលាយអាហារ	/rumliey ʔaahaa/
រលាស់	/rɔloah/
រំលឹក	/rumlɨk/
រលុង	/rɔluŋ/
រំលែក	/rumlɛɛk/
រំលែកទុក្ខ	/rumlɛɛk tuk/
រលោង	/rɔlooŋ/
រវល់	/rɔvʊəl/
រវាង	/rɔvieŋ/
រវិច	/rɔvɨc/
រស់	/rʊəh/
រសជាតិ	/rʊəh ciet/
រស់នៅ	/rʊəh nɨv/
រស់រាន	/rʊəh rien/
រសាត់	/rɔsat/
រំសាយ	/rumsaay/
រសៀល	/rɔsiəl/
រស្មី	/reaʔsməy/
រហន់	/rɔhɑn/
រហ័ស	/rɔhah/
រហូត	/rɔhout/
រហូតដល់	/rɔhout dɑl/
រហែក	/rɔhaek/
រអិល	/rɔʔəl/
រអិលដួល	/rɔʔəl duəl/
រអៀសខ្លួន	/rɔʔiəh kluən/
រអែង	/rɔʔaeŋ/
រាំ	/roam/
រាក	/riek/
រាក់	/reak/
រាក់ទាក់	/reak teak/
រាង	/rieŋ/
រាង	/rieŋ/
រាំង	/reaŋ/
រាងកាយ	/rieŋ kaay/
រាំច្រៀង	/roam crieŋ/
រាត្រី	/rietrəy/
រានហាល	/rien haal/
រាប	/riep/
រាប់	/roap/
រាប់បាត្រ	/roap baat/
រ៉ាប់រង	/rap rɔɔŋ/
រាប់អាន	/roap ʔaan/
រាយប៉ាយ	/riey paay/
រាល់	/roal/
រាល់តែដង	/roal tae dɑɑŋ/
រាល់ថ្ងៃ	/roal tŋay/
រាវ	/riev/
រាវចាន	/riev caan/
រាស់	/roah/
រិះគន់	/rih kʊən/
រីក	/riik/
រីកចំរើន	/riik cɑmraən/
រីករាយ	/riik riey/
រីង	/riiŋ/
រីផត	/riipʰɑɑt/
រីឯ	/rii ʔae/
រឹង	/rɨŋ/
រឹងកំព្រឹស	/rɨŋ kɑmprɨh/
រឹត	/rɨt/
រ៉ឺម៉ក	/rəɨmɑɑk/
រុំ	/rum/
រុក្ខជាតិ	/rukkʰaʔ ciet/
រុញ	/ruɲ/
រូប	/ruup/
រ៉ូប	/roup/
រូបគំនូរ	/ruup kumnuu/
រូបថត	/ruup tʰɑɑt/
រូបភាព	/ruup pʰiep/
រូបមន្ត	/ruup mʊən/
រូបរាង	/ruup rieŋ/
រ៉ូប៊ីនេទឹក	/roubiinee tɨk/
រ៉ូលើខូសស្ទើ	/rou ləə kʰouh stǝǝ/
រួច	/ruəc/
រួចរាល់	/ruəc roal/
រួម	/ruəm/
រួយ	/ruəy/
រួសរាន់	/ruəh roan/
រួសរាយ	/ruəh riey/
រើ	/rəə/
រើស	/rəəh/
រឿង	/rɨəŋ/
រឿងរ៉ាវ	/rɨəŋ raav/
រៀង	/riəŋ/
រៀងរាល់	/riəŋ roal/
រៀងរាល់ថ្ងៃ	/riəŋ roal tŋay/
រៀន	/riən/
រៀប	/riəp/
រៀបចំ	/riəp cɑm/
រៀបរយ	/riəp rɔɔy/
រៀបរាប់	/riəp roap/
រៀម	/riəm/
រៀល	/riəl/
រេ	/ree/
រែក	/rɛɛk/
រោង	/rooŋ/
រោទ៍	/roo/
រោម	/room/
ល	/lɔɔ/
លក់	/lʊək/
លក់ដាច់	/lʊək dac/
លក់ដូរ	/lʊək dou/
លក្ខខណ្ឌ	/leakkʰan/
លក្ខណៈ	/leakkʰaʔnaʔ/
លក្ខិណា	/leakkʰəʔnaʔ/
លង់	/lʊəŋ/
លង់ទឹក	/lʊəŋ tɨk/
លង់លក់	/lʊəŋ lʊək/
លំដាប់លំដោយ	/lumdap lumdaoy/
លត	/lɔɔt/
លទ្ធផល	/lattʰeaʔpʰɑl/
លទ្ធភាព	/lattʰeaʔ pʰiep/
លំនឹង	/lumnɨŋ/
លំបាក	/lumbaak/
លម្អ	/lumʔɑɑ/
លំហាត់	/lumhat/
លំហើយ	/lumhaəy/
លំហែ	/lumhae/, /rumhae/
លំអងផ្កា	/lumʔɑɑŋ pkaa/
លា	/lie/
លាក់កន្សែង	/leak kansaeŋ/
លាក់បាំង	/leak baŋ/
លាគ្នា	/lie knie/
លាង	/lieŋ/
លាងចាន	/lieŋ caan/
លាងមាត់	/lieŋ moat/
លាត	/liet/
លាន់	/loan/
លាន់មាត់	/loan moat/
លាប	/liep/
លាយ	/liey/
លាយឡំ	/lieylɑm/
លាស់	/loah/
លិច	/lɨc/
លីង	/liiŋ/
លីដា	/liidaa/
លីអូ	/liiʔou/
លុះ	/luh/
លុតជង្គង់	/lut cʊəŋkʊəŋ/
លុះត្រាតែ	/luh traa tae/
លុបចោល	/lup caol/
លុបមុខ	/lup muk/
លុបលាង	/lup lieŋ/
លុយ	/luy/
លុយ	/luy/
លុយជាប់	/luy coap/
លុយរាយ	/luy riey/
លុយអាប់	/luy ʔap/
លូ	/luu/
លូក	/luuk/
លូត	/luut/
លូតលាស់	/luut loah/
លូន	/luun/
លួច	/luəc/
លើ	/ləə/
លើក	/lǝǝk/
លើកក្រោយ	/lǝǝk kraoy/
លើកមុន	/lǝǝk mun/
លើកលែង	/lǝǝk lɛɛŋ/
លើស	/lǝǝh/
លើសលស់	/lǝǝh lʊəh/
លឿង	/lɨəŋ/
លឿន	/lɨən/
លៀន	/liǝn/
លេខ	/leek/
លេខរៀង	/leek riəŋ/
លេខសម្ងាត់	/leek sɑmŋat/
លេង	/leeŋ/
លេងសើច	/leeŋ saǝc/
លេប	/leep/
លេស	/leeh/
លែង	/lɛɛŋ/
លែងកើត	/lɛɛŋ kaət/
លែងរួច	/lɛɛŋ ruəc/
លោក	/look/
លោកគ្រូ	/look kruu/
លោកសង្ឃ	/look sɑŋ/
លោត	/loot/
ល្ងាច	/lŋiec/
ល្បាប់	/lbap/
ល្បី	/lbəy/
ល្បឿន	/lbɨǝn/
ល្បែង	/lbaeŋ/
ល្មម	/lmɔɔm/
ល្មុត	/lmut/
ល្វីង	/lviiŋ/
ល្ហុង	/lhoŋ/
ល្អ	/lʔɑɑ/
ល្អប្រើ	/lʔɑɑ praə/
ល្អមើល	/lʔɑɑ məəl/
វះ	/veah/
វះកាត់	/veah kat/
វង្វេង	/vʊəŋveeŋ/
វង្វេងផ្លូវ	/vʊəŋveeŋ pləv/
វចនានុក្រម	/veaʔcaʔnaanuʔkrɑm/
វឌ្ឍនៈ	/veattʰaʔnaʔ/
វណ្ណា	/vannaʔ/
វត្ត	/voat/
វត្តភ្នំ	/voat pnum/
វត្ថុ	/voattʰoʔ/
វប្បធម៌	/voappaʔ tʰoa/
វ័យ	/vey/
វស្សា	/voahsaa/
វា	/vie/
វ៉ា	/vaa/
វាំងនន	/veaŋ nɔɔn/
វាយ	/viey/, /vay/
វ៉ាយហ៉្វាយ	/waay faay/
វាល	/viel/
វាល់	/voal/
វាស់	/voah/
វាសនា	/viehsnaa/, /viesaʔnaa/
វាសនា	/viehsnaa/, /viesaʔnaa/
វិះ	/vih/
វិក្កយបត្រ	/vikkaʔyaeaʔbat/
វិចិត្រ	/viʔcət/
វិច្ឆិកា	/vɨcceʔkaa/
វិជ្ជាពេទ្យ	/vɨccie pɛɛt/
វិញ	/vɨɲ/
វិធី	/viʔtʰii/
វិធីសាស្ត្រ	/viʔtʰii saah/
វិន័យ	/viʔney/
វិបុល	/viʔbol/
វិមានឯករាជ្យ	/viʔmien ʔaek riec/
វិល	/vɨl/
វិលមុខ	/vɨl muk/
វីដេអូ	/viideeʔou/
វីតាមីន	/viitaamiin/
វីរៈ	/viireaʔ/
វុទ្ធី	/vutʰii/
វៀតណាម	/viət naam/
វៀល	/viəl/
វេច	/vɨc/
វេជ្ជបញ្ជា	/vɨcceaʔ bɑɲcie/
វេជ្ជបណ្ឌិត	/vɨcceaʔ bɑndɨt/
វេជ្ជសាស្ត្រ	/vɨcceaʔ saah/
វេន	/veen/
វែក	/vɛɛk/
វែង	/vɛɛŋ/
វ៉ែនតា	/vaentaa/
វៃ	/vey/
វ៉ៃ	/vay/
ស	/sɑɑ/
សំ	/sɑm/
សក់	/sɑk/
ស៊ក	/sɔɔk/
សកម្មភាព	/saʔkammeaʔpʰiep/
ស័ក្ដិសិទ្ធិ	/sak sət/
ស័ក្តិសម	/saksɑm/
សំខាន់	/sɑmkʰan/
សង	/sɑɑŋ/
សង់	/sɑŋ/
សងខាង	/sɑɑŋ kʰaaŋ/
សង្កត់	/sɑŋkɑt/
សង្គម	/sɑŋkum/
សង្គ្រោះ	/sɑŋkrʊəh/
សង្ឃ	/sɑŋ/
សង្ឃឹម	/sɑŋkʰɨm/
សង្ស័យ	/sɑŋsay/
សង្សារ	/sɑŋsaa/
សង្ហា	/sɑŋhaa/
សច្ចា	/saccaa/
សញ្ជឹង	/sɑɲcɨŋ/
សញ្ញា	/saɲɲaa/
សញ្ញាគុណ	/saɲɲaa kun/
សញ្ញាបូក	/saɲɲaa bouk/
សំដី	/sɑmdəy/
សំដៅ	/sɑmdav/
សំណង	/sɑmnɑɑŋ/
សំណង់	/sɑmnɑŋ/
សំណាង	/sɑmnaaŋ/
សំណាង	/sɑmnaaŋ/
សំណាប	/sɑmnaap/
សំណួរ	/sɑmnuə/
សំណើម	/sɑmnaəm/
សណ្ដាប់ធ្នាប់	/sɑndap tnoap/
សណ្ដូក	/sɑndouk/
សណ្ដូកជើង	/sɑndouk cəəŋ/
សណ្ដែក	/sɑndaek/
សណ្ដែកកួរ	/sɑndaek kuə/
សណ្ឋាគារ	/sɑntʰaakie/
សត្វ	/sat/
សត្វពាហនៈ	/sat piehaʔnaʔ/
សត្វល្អិត	/sat lʔǝt/
សន្តិសុខ	/sɑnteʔ sok/
សន្ទនា	/sɑnteaʔnie/
សន្ទុះ	/sɑntuh/
សន្ទូង	/sɑntuuŋ/
សន្ធរម៉ុក	/sɑntʰɔɔmok/
សន្យា	/sɑnyaa/
សន្លប់	/sɑnlɑp/
សន្លឹក	/sɑnlək/
សន្សំសំចៃ	/sɑnsɑm sɑmcay/
សន្សើម	/sɑnsaǝm/
ស៊ប់	/sup/
សំបក	/sɑmbɑɑk/
សំបុក	/sɑmbok/
សំបុត្រ	/sɑmbot/
សំបុត្រឡាន	/sɑmbot laan/
សំប៉ែត	/sɑmpaet/
សប្តាហ៍	/sappdaa/
សប្បាយ	/sapbaay/
សប្បាយចិត្ត	/sapbaay cət/
សំពះ	/sɑmpeah/
សំពត់	/sɑmpʊət/
សំពត់ហូល	/sɑmpʊət houl/
សព្វ	/sɑp/
សព្វថ្ងៃ	/sɑp tŋay/
សភាព	/saʔpʰiep/
សម	/sɑm/
សម	/sɑɑm/
សម័យ	/saʔmay/
សមរម្យ	/sɑmrum/
សមាជិក	/saʔmaacɨk/
សមុទ្រ	/saʔmot/
សម្គាល់	/sɑmkoal/
សម្ងំ	/sɑmŋɑm/
សម្ងាត់	/sɑmŋat/
សម្ដែង	/sɑmdaəŋ/
សម្បជញ្ញៈ	/sampaʔcʊəɲɲeaʔ/
សម្បត្តិ	/sɑmbat/
សម្បូរ	/sɑmbou/
សម្ផស្ស	/sampʰɑh/
សម្ភារៈ	/sɑmpʰiereaʔ/
សម្ភាសន៍	/sɑmpʰieh/
សម្រស់	/sɑmrɑh/
សម្រាក	/sɑmraak/
សម្រាន្ត	/sɑmraan/
សម្រាប់	/sɑmrap/
សម្រុក	/sɑmrok/
សម្រួល	/sɑmruǝl/
សម្រេច	/sɑmrac/
សម្រេចចិត្ត	/sɑmrac cət/
សម្ល	/sɑmlɑɑ/
សម្លប្រហើរ	/sɑmlɑɑ prɑhaə/
សម្លាប់	/sɑmlap/
សម្លឹង	/samlǝŋ/
សម្លៀកបំពាក់	/sɑmliək bɑmpeak/
សម្អាត	/sɑmʔaat/
ស៊យ	/sɔɔy/
ស៊យអាណេះ	/sɔɔy ʔaa neh/
សំយុង	/sɑmyoŋ/
សំយោគសញ្ញា	/saŋyook saɲɲaa/
សរសើរ	/sɑɑ saə/
សរសេរ	/sɑɑ see/
សរសៃ	/sɑɑsay/, /təsay/
សំរាម	/sɑmraam/
សរុប	/saʔrop/
សល់	/sɑl/
សសរ	/sɑsɑɑ/
សស្ងាច	/sɑɑ sŋaac/
សំឡី	/sɑmləy/
សំឡេង	/sɑmleeŋ/
សា	/saa/
ស៊ាំ	/soam/
សាក	/saak/
សាកលវិទ្យាល័យ	/saakɑl vittyielay/
សាកល្បង	/saak lbɑɑŋ/
សាក្សី	/saaksəy/
សាង	/saaŋ/
សាំង	/saŋ/
សាងសង់	/saaŋ sɑŋ/
សាំងហ្គាពួរ	/saŋ kaa puə/
សាច	/saac/
សាច់	/sac/
សាច់ការ	/sac kaa/
សាច់ក្រណាត់	/sac krɑnat/
សាច់ញាតិ	/sac ɲiet/
សាច់ដុំ	/sac dom/
សាច់ប្រាក់	/sac prak/
សាធារណៈ	/saatʰiereaʔnaʔ/
សាន	/saan/
សាប	/saap/
សាបស្រូវ	/saap srǝv/
សាប៊ូ	/saabuu/
សាប៊ូកក់សក់	/saabuu kɑk sɑk/
សាប៊ូដុសខ្លួន	/saabuu doh kluən/
សាមញ្ញ	/saamaɲ/
សាមសិប	/saam səp/
សាមីខ្លួន	/saamǝy kluən/
សាយឡិន	/saaylən/
សារ	/saa/, /saaraʔ/
សារជាតិ	/saaraʔciet/
សារធាតុ	/saaraʔ tʰiet/
សារភាព	/saaraʔpʰiep/
សាល	/saal/
សាលា	/saalaa/
សាលារៀន	/saalaa riən/
សាវម៉ាវ	/saav maav/
សាឡុង	/saaloŋ/
សាឡេត	/saaleet/
សិក្ខាសាលា	/sekkʰaa saalaa/, /səkkʰaa saalaa/
សិក្សា	/səksaa/
សិង	/səŋ/
សិដ្ឋ	/sət/
សិត	/sət/
សិទ្ធិ	/sət/
សិន	/sən/
ស៊ិន	/sin/
សិស្ស	/səh/
សិស្សានុសិស្ស	/səhsaanuʔsəh/
ស៊ី	/sii/
ស៊ីក្លូ	/siiklou/
ស៊ីឈ្នួល	/sii cnuəl/
ស៊ីញ៉ូ	/siiɲou/
ស៊ីណា	/siinaa/
សីតុណ្ហភាព	/səytonhaʔpʰiep/
សីតុណ្ហមាត្រ	/səytonhaʔmiet/
ស៊ីពេល	/sii peel/
ស៊ីម	/siim/
ស៊ីម៉ងត៍	/siimɑŋ/
ស៊ីរ៉ែន	/siiraen/
សីល	/səl/
សីលធម៌	/sel tʰoa/, /sǝl tʰoa/
ស៊ីសង	/sii sɑɑŋ/
ស៊ីសាមុត	/siisaamut/
សីហា	/səyhaa/
សឹង	/səŋ/
សឹងតែ	/sǝŋ tae/
សឹងអី	/səŋ ʔəy/
សឺរ៉ាំង	/səɨraŋ/
សុំ	/som/
សុខ	/sok/
សុខៗ	/sok sok/
សុខចិត្ត	/sok cət/
សុខទុក្ខ	/sok tuk/
សុខភាព	/sokkʰapʰiep/
សុខសប្បាយ	/sok sapbaay/
សុខា	/soʔkʰaa/
សុខុម	/sokʰom/
សុគន្ធ	/soʔkʊən/
សុជាតា	/soʔcietaa/
សុជាតិ	/soʔciet/
សុជីវធម៌	/soʔciiveaʔtʰoa/
សុំទោស	/som tooh/
សុទ្ធ	/sot/
សុទ្ធតែ	/sot tae/
សុទ្ធា	/sottʰie/
ស៊ុប	/sup/
សុផល	/soʔpʰɑl/
សុភ័ក្រ	/soʔpʰeak/
សុភមង្គល	/soʔpʰeaʔ meaŋkʊəl/, /soʔpʰeaʔ mʊəŋkʊəl/
សុភា	/soʔpʰie/
សុភាព	/soʔpʰiep/
សុភាព	/soʔpʰiep/
សុភាពបុរស	/soʔpʰiep boʔrɑh/
សុភាសិត	/soʔpʰiesət/
សុភី	/soʔpʰii/
ស៊ុម	/sum/
សុរិយគតិ	/soʔreʔyaʔ keaʔteʔ/
សុវណ្ណ	/soʔvan/
សុវត្ថិភាព	/soʔvattʰeʔpʰiep/
ស៊ូគីស៊ុប	/suukiisup/
សូត្រ	/sout/
សូត្រធម៌	/sout tʰoa/
សូន្យ	/soun/
សូម	/soum/
សូម្បី	/soumbəy/
សូម្បីតែ	/soumbəy tae/
សូវ	/səv/
សួត	/suət/
សួន	/suən/
សួរ	/suə/
សួស្ដី	/suǝsdǝy/
សើច	/saəc/
សើម	/saəm/
សៀត	/siǝt/
សៀមរាប	/siǝm riep/
សៀវភៅ	/siǝv pʰɨv/
សេះ	/seh/
សេចក្តី	/səckdəy/
សេន	/seen/, /saen/
សេព	/saep/
សេរី	/seerəy/
ស៊េរី	/seerii/
សេរ៉ូម	/seeroum/
សេរេ	/seeree/
សេវា	/seevaa/, /seevie/
សេវាកម្ម	/seevaakam/, /seeviekam/
សែង	/saeŋ/
សែន	/saen/
សែសិប	/sae sǝp/
សោះ	/sɑh/
សោកស្ដាយ	/saok sdaay/
សោភ័ណភាព	/saopʰoanapʰiep/
សោភា	/saopʰie/
ស្កប់ស្កល់	/skɑp skɑl/
ស្ករ	/skɑɑ/
ស្ករស	/skɑɑ sɑɑ/
ស្កុត	/skot/
ស្កូវ	/skǝv/
ស្កៀប	/skiǝp/
ស្គាល់	/skoal/
ស្គាល់គ្នា	/skoal knie/
ស្គែន	/skɛɛn/
ស្គ្រីន	/skriin/
ស្ងាត់	/sŋat/
ស្ងាប	/sŋaap/
ស្ងួត	/sŋuət/
ស្ងៀម	/sŋiǝm/
ស្ងោរ	/sŋao/
ស្ដាំ	/sdam/
ស្ដាប់	/sdap/
ស្ដាប់ឮ	/sdap lɨɨ/
ស្ដាយ	/sdaay/
ស្ដី	/sdǝy/
ស្ដីបន្ទោស	/sdǝy bɑntooh/
ស្ដីឲ្យ	/sdǝy ʔaoy/
ស្ដុក	/sdok/
ស្ដើង	/sdaəŋ/
ស្តង់	/stɑŋ/
ស្តាតអូឡាំពិក	/staat ʔoulampɨk/
ស្តាយ	/staay/
ស្តុប	/stop/
ស្ត្រី	/strǝy/
ស្ថានទូត	/stʰaan tuut/
ស្ថានភាព	/stʰaanpʰiep/
ស្ថានីយ	/stʰaanii/
ស្ថាប័ន	/stʰaaban/
ស្ថិត	/stʰət/, /tʰət/
ស្ទះ	/steah/
ស្ទង់	/stʊəŋ/
ស្ទះចរាចរណ៍	/steah cɑraacɑɑ/
ស្ទាប	/stiep/
ស្ទូង	/stuuŋ/
ស្ទើរ	/stǝǝ/
ស្ទើរគ្រប់	/stǝǝ krup/
ស្នាក់	/snak/
ស្នាម	/snaam/
ស្និត	/snǝt/
ស្និទ្ធស្នាល	/snǝt snaal/
ស្នួ	/snuə/
ស្នេហា	/snaehaa/
ស្នែង	/snaeŋ/
ស្បង់	/sbɑŋ/
ស្បើយ	/sbaəy/
ស្បែក	/sbaek/
ស្បែកជើង	/sbaek cǝǝŋ/
ស្បែកជើងប៉ាតា	/sbaek cǝǝŋ baa taa/
ស្បែកជើងប៊ូ	/sbaek cǝǝŋ puu/
ស្បែកជើងផ្ទាត់	/sbaek cəəŋ ptoat/
ស្បែកជើងស៊ក	/sbaek cǝǝŋ sɔɔk/
ស្ពាយ	/spiey/
ស្ពៃ	/spey/
ស្ម័គ្រចិត្ត	/smak cət/
ស្មា	/smaa/
ស្មាតហ្វូន	/smaat foun/
ស្មាន	/smaan/
ស្មារតី	/smaardəy/
ស្មាអាវ	/smaa ʔaav/
ស្មុគ	/smok/
ស្មើ	/smaə/
ស្មើគ្នា	/smaǝ knie/
ស្មើនឹង	/smaǝ nɨŋ/
ស្មោះ	/smɑh/
ស្មៅ	/smav/
ស្រះ	/srah/
ស្រៈ	/sraʔ/
ស្រក	/srɑɑk/
ស្រក់	/srɑk/
ស្រង់	/srɑŋ/
ស្រង់មតិ	/srɑŋ meaʔteʔ/
ស្រងូតស្រងាត់	/srɑŋout srɑŋat/
ស្រដៀង	/srɑdiǝŋ/
ស្រដៀងនឹង	/srɑdiǝŋ nɨŋ/
ស្រប	/srɑɑp/
ស្របាល	/srɑbaal/
ស្រពោន	/srɑpoon/
ស្រមោល	/srɑmaol/
ស្រវឹង	/srɑvǝŋ/
ស្រស់	/srɑh/
ស្រស់បំព្រង	/srɑh bɑmprɔɔŋ/
ស្រស់ស្រាយ	/srɑh sraay/
ស្រស់ស្រូប	/srɑh sroop/
ស្រស់ស្អាត	/srɑh sʔaat/
ស្រឡះ	/srɑlah/
ស្រឡាញ់	/srɑlaɲ/
ស្រឡេវ	/srɑleev/
ស្រា	/sraa/
ស្រាក្រហម	/sraa krɑhɑɑm/
ស្រាត	/sraat/
ស្រាប់	/srap/
ស្រាប់តែ	/srap tae/
ស្រាយ	/sraay/
ស្រាល	/sraal/
ស្រាវជ្រាវ	/sraav criev/
ស្រាវិស្គី	/sraa viskii/
ស្រី	/srəy/
ស្រីខួច	/srəy kʰuəc/
ស្រីពេជ្រ	/srǝy pɨc/
ស្រីរ័ត្ន	/srəy roat/
ស្រុក	/srok/
ស្រុកកំណើត	/srok kɑmnaət/
ស្រុកស្រែ	/srok srae/
ស្រុស	/sroh/
ស្រូប	/sroup/
ស្រូវ	/srəv/
ស្រូវប្រាំង	/srǝv praŋ/
ស្រូវវស្សា	/srǝv voahsaa/
ស្រួច	/sruəc/
ស្រួល	/sruəl/
ស្រួលខ្លួន	/sruǝl kluən/
ស្រួលបួល	/sruǝl buəl/
ស្រេក	/sreek/
ស្រេកទឹក	/sreek tɨk/
ស្រេច	/srac/
ស្រេចតែ	/srac tae/
ស្រែ	/srae/
ស្រែក	/sraek/
ស្រែកហៅ	/sraek hav/
ស្រោច	/sraoc/
ស្រោម	/sraom/
ស្រោមជើង	/sraom cəəŋ/
ស្ល	/slɑɑ/
ស្លន់ស្លោ	/slan slao/
ស្លាក់	/slak/
ស្លាដក់	/slaadɑk/
ស្លាប	/slaap/
ស្លាប់	/slap/
ស្លាបចាក់	/slaap cak/
ស្លាបព្រា	/slaap prie/
ស្លឹក	/slək/
ស្លៀក	/sliək/
ស្លៀកពាក់	/sliǝk peak/
ស្វ័យ	/svay/
ស្វ័យប្រវត្តិ	/svay prɑvoat/
ស្វាគមន៍	/svaakum/
ស្វាង	/svaaŋ/
ស្វាយ	/svaay/
ស្វាយកែវចិន	/svaay kaev cən/
ស្វាយកែវរមៀត	/svaay kaev rɔmiet/
ស្វាយប៉ោម	/svaay paom/
ស្វិត	/svət/
ស្វែងរក	/svaeŋ rɔɔk/
ស្អាត	/sʔaat/
ស្អាតបាត	/sʔaat baat/
ស្អិត	/sʔət/
ស្អី	/sʔǝy/
ស្អុះ	/sʔoh/
ស្អុយ	/sʔoy/
ស្អុះស្អាប់	/sʔoh sʔap/
ស្អែក	/sʔaek/
ហក់	/hɑk/
ហត់	/hɑt/
ហត់នឿយ	/hat nɨəy/
ហប់	/hɑp/
ហា	/haa/
ហាក	/haak/
ហាក់ដូចជា	/hak douc cie/
ហាង	/haaŋ/
ហាង	/haaŋ/
ហាងកាហ្វេ	/haaŋ kaafee/
ហាត់	/hat/
ហាត់ប្រាណ	/hat praan/
ហាន់	/han/
ហ៊ាន	/hien/
ហាម	/haam/
ហាល	/haal/
ហាលថ្ងៃ	/haal tŋay/
ហិត	/hǝt/
ហឹរ	/həl/, /haə/
ហុច	/hoc/
ហុត	/hot/
ហុយ	/hoy/
ហូត	/hout/
ហូប	/houp/
ហូបចុក	/houp cok/
ហូយ	/houy/
ហូរ	/hou/
ហូល	/houl/
ហួត	/huət/
ហួស	/huǝh/
ហើប	/haəp/
ហើមពោះ	/haǝm pʊəh/
ហើយ	/haǝy/
ហ៊ើយ	/hǝǝy/
ហើយៗ	/haǝy haǝy/
ហើយដៃ	/haǝy day/
ហើយនិង	/haǝy nɨŋ/
ហើរ	/haǝ/
ហៀរ	/hiǝ/
ហៀរសំបោរ	/hiǝ sɑmbao/
ហេតុ	/haet/
ហេតុការណ៍	/haet kaa/
ហេតុផល	/haet pʰɑl/
ហេតុអី	/haet ʔəy/
ហេតុអ្វី	/haet ʔvǝy/
ហេមប័រហ្គឹរ	/hemboakɨ/
ហេវ	/heev/
ហេឡូ	/heelou/
ហែក	/haek/
ហែលទឹក	/hael tɨk/
ហោះ	/hɑh/
ហោប៉ៅ	/hao pav/
ហៅ	/hav/
ហ្គារ៉ាស់	/gaarah/
ហ្គាស	/geah/
ហ្គូហ្គល	/kuukɔɔl/
ហ្គេម	/keem/, /kɛɛm/
ហ្គែរ	/kae/
ហ្ន៎	/nɑɑ/
ហ្នឹង	/nɨŋ/
ហ្នឹងណា	/nɨŋ naa/
ហ្នឹងមែន	/nɨŋ mɛɛn/
ហ្នឹងហើយ	/nɨŋ haǝy/
ហ្នឹងអ៎	/nɨŋ ʔɑɑ/
ហ្នុង	/noŋ/
ហ្មត់	/mɑt/
ហ្មត់ចត់	/mɑt cɑt/
ហ្វាន់តា	/fantaa/
ហ្វាម៉ាស៊ី	/faamaasii/
ហ្វូម	/foum/
ហ្វេសប៊ុក	/feehbuk/
ហ្វែល	/fael/
ហ្វ្រង់កា	/frɑŋkaa/
ហ្សែន	/sɛɛn/
ហ្អ	/ʔɑ/
ឡប់ៗ	/lɑp lɑp/
ឡាំង	/laŋ/
ឡាំងក្រដាស	/laŋ krɑdaah/
ឡាតេ	/laatee/
ឡាន	/laan/
ឡានក្រុង	/laan kroŋ/
ឡានពេទ្យ	/laan pɛɛt/
ឡាបូ	/laabou/
ឡាម	/laam/
ឡាវ	/laav/
ឡូយ	/looy/
ឡើង	/laəŋ/
ឡើងវិញ	/laəŋ vɨɲ/
ឡើយ	/laəy/
ឡេ	/lee/
ឡេវ	/leev/
ឡែក	/laek/
អ៎	/ʔɑɑ/
អ៊ំ	/ʔum/, /ʔom/
អកុសល	/ʔaʔkoʔsɑl/
អក្ខរាវិរុទ្ធ	/ʔakkʰaʔraa viʔrut/
អក្សរ	/ʔaksɑɑ/
អក្សរកាត់	/ʔaksɑɑ kat/
អគារ	/ʔaʔkie/
អគ្គិសនី	/ʔakkihsaʔnii/
អង់គ្លេស	/ʔɑŋkleeh/
អង្ករ	/ʔɑŋkɑɑ/
អង្ករខ្សាយ	/ʔɑŋkɑɑ ksaay/
អង្ករដំណើប	/ʔɑŋkɑɑ dɑmnaəp/
អង្កាល់	/ʔɑŋkaal/
អង្គ	/ʔɑŋ/
អង្គចងចាំ	/ʔɑŋ cɑɑŋ cam/
អង្គញ់	/ʔɑŋkʊəɲ/
អង្គុយ	/ʔɑŋkuy/
អង្គែ	/ʔɑŋkɛɛ/
អង្រែ	/ʔɑŋrɛɛ/
អង្វែង	/ʔɑŋvaeŋ/
អង្សា	/ʔɑŋsaa/
អង្សាសេ	/ʔɑŋsaa see/
អង្អែល	/ʔɑŋʔael/
អញ្ចាញធ្មេញ	/ʔɑɲcaaɲ tmɨɲ/
អញ្ចឹង	/ʔɑɲcəŋ/
អញ្ចុះ	/ʔɑɲcoh/
អញ្ចេះ	/ʔɑɲceh/
អញ្ចេក	/ʔɑɲcek/
អញ្ចោះ	/ʔɑɲcɑh/
អញ្ជើញ	/ʔɑɲcəəɲ/
អំណោយ	/ʔɑmnaoy/
អំណោយផល	/ʔɑmnaoy pʰɑl/
អណ្ដាត	/ʔɑndaat/
អណ្ដែត	/ʔɑndaet/
អណ្ដែតអណ្ដូង	/ʔɑndaet ʔɑndouŋ/
អត់	/ʔɑt/
អត់កើត	/ʔɑt kaət/
អត់ឃ្លាន	/ʔɑt klien/
អត់ដែល	/ʔɑt dael/
អត់ទាន់	/ʔɑt toan/
អត់ទៀង	/ʔɑt tiəŋ/
អត់ទេស	/ʔɑt teeh/
អត់ទោស	/ʔɑt tooh/
អត់ធ្មត់	/ʔɑt tmʊət/
